"OriginalEnglish","Translation","Locations"
"
"Get started quickly with the Outlook Quick Start guide. Learn how to add an email account, create and send email, use @mentions, show Focused inbox, manage your calendar and contacts, schedule an appointment using Scheduling Assistant, add a contact, collaborate in Outlook, share a file, set up an online meeting and shared notes, and set up your mobile apps.","Szybko rozpocznij pracę z przewodnikiem Szybki start dla programu Outlook. Dowiedz się, jak dodać konto e-mail, tworzyć i wysyłać wiadomości e-mail, korzystać z @mentions, wyświetlać priorytetową skrzynkę odbiorczą, zarządzać kalendarzem i kontaktami, planować terminy za pomocą Asystenta planowania, dodawać kontakty, współpracować w programie Outlook, udostępniać plik, konfigurowanie spotkania online i udostępnionych notatek oraz konfigurowanie aplikacji mobilnych.","/docs/learningpathways/v4/pl-pl/playlists.json;e66fa8f3-ec7e-47f9-9d79-4d334f157563;Description
"
"Need to set up and customize Outlook? Learn how Outlook can help you organize your email, manage and share your calendar, share files, stay connected, and add an outlook.com account, Microsoft 365 email account, or Gmail account.","Chcesz skonfigurować i dostosować program Outlook? Dowiedz się, jak program Outlook może pomóc w organizowaniu poczty e-mail, zarządzaniu kalendarzem i udostępnianiu go, udostępnianiu plików, pozostawaniu w kontakcie oraz dodawaniu konta outlook.com, konta e-mail Microsoft 365 lub konta Gmail.","/docs/learningpathways/v4/pl-pl/playlists.json;79fe1eb2-571e-4cbe-98b9-913692ddd387;Description
"
"Learn how to create and send email in Outlook, create an email signature, send and receive attachments, and retract or replace a sent email. Watch this video training to see how.","Dowiedz się, jak tworzyć i wysyłać wiadomości e-mail w programie Outlook, tworzyć podpis wiadomości e-mail, wysyłać i odbierać załączniki oraz wycofywać lub zastępować wysłane wiadomości e-mail. Obejrzyj ten film instruktażowy, aby zobaczyć, jak to zrobić.","/docs/learningpathways/v4/pl-pl/playlists.json;44bb07ac-1c25-43fa-885d-4a0476734c9f;Description
"
"Learn how to manage your email in Outlook. Use Automatic Replies to auto-reply to messages, search and filter email, refine your searches, ignore conversations, and use Clean Up Conversation to clean up your inbox. Watch this video training to see how.","Dowiedz się, jak zarządzać pocztą e-mail w programie Outlook. Za pomocą funkcji Odpowiedzi automatyczne odpowiadanie na wiadomości, wyszukiwanie i filtrowanie wiadomości e-mail, zawęż wyszukiwanie, ignorowanie konwersacji i czyszczenie skrzynki odbiorczej za pomocą funkcji Oczyść konwersację. Obejrzyj ten film instruktażowy, aby zobaczyć, jak to zrobić.","/docs/learningpathways/v4/pl-pl/playlists.json;8d87d80d-b5df-45a9-9164-e03d74cca066;Description
"
"Learn tips to organize your inbox. Learn how to set a Follow Up flag, view or remove Follow Up flags, set a reminder, find an Action Item, create color categories, assign a color category to an email message, create a folder, move messages into a folder, add a folder to Favorites, or create a rule.","Poznaj wskazówki dotyczące porządkowania skrzynki odbiorczej. Dowiedz się, jak ustawić flagę uzupełniającą, wyświetlić lub usunąć flagi uzupełniające, ustawić przypomnienie, znaleźć element akcji, utworzyć kategorie oznaczone kolorem, przypisać kategorię kolorów do wiadomości e-mail, utworzyć folder, przenieść wiadomości do folderu, dodać folder do ulubionych lub utworzyć regułę.","/docs/learningpathways/v4/pl-pl/playlists.json;ab55d6d4-c932-48a5-a062-a5e760fda581;Description
"
"Keep track of your contacts and tasks in Outlook. Learn how to add a contact, create a contact group, import Gmail contacts, export contacts, and create tasks and a to-do list.","Śledź swoje kontakty i zadania w Outlooku. Dowiedz się, jak dodać kontakt, utworzyć grupę kontaktów, zaimportować kontakty z Gmaila, wyeksportować kontakty oraz utworzyć zadania i listę rzeczy do zrobienia.","/docs/learningpathways/v4/pl-pl/playlists.json;94a14949-5322-4bfb-b45a-f66e67286e98;Description
"
"Learn how to use your calendar in Outlook to organize your schedule. Switch your calendar view between day, week, or month, create appointments and meetings, schedule an online meeting, share your calendar, import calendars, search for calendar items, use color categories and reminders so you never miss an important meeting, and turn on Shared Calendar preview.","Dowiedz się, jak używać kalendarza w programie Outlook do organizowania harmonogramu. Przełączaj widok kalendarza między dniem, tygodniem lub miesiącem, twórz terminy i spotkania, planuj spotkania online, udostępniaj kalendarz, importuj kalendarze, wyszukuj elementy kalendarza, używaj kategorii oznaczonych kolorem i przypomnień, aby nigdy nie przegapić ważnego spotkania, a także włącz podgląd kalendarza udostępnionego.","/docs/learningpathways/v4/pl-pl/playlists.json;534d99cd-2b9b-4a9d-acde-c83fcfc082aa;Description
"
"Manage your inbox in Outlook mobile. Learn how to play your emails, RSVP to invites instantly, swipe left and swipe right to manage your inbox, sort messages into Focused and Other to focus on what matters, and use Android widgets to access the tools you use all day, every day right from your Android home screen.","Zarządzaj swoją skrzynką odbiorczą w aplikacji mobilnej Outlook. Dowiedz się, jak odtwarzać wiadomości e-mail, natychmiast odpowiadać na zaproszenia, przesuwać palcem w lewo i przesuwać w prawo, aby zarządzać skrzynką odbiorczą, sortować wiadomości na priorytetowe i inne, aby skupić się na tym, co ważne, i używać widżetów Androida, aby uzyskać dostęp do narzędzi, z których korzystasz przez cały dzień, każdego dnia bezpośrednio z ekranu głównego Androida.","/docs/learningpathways/v4/pl-pl/playlists.json;cf0a88b6-99be-4db9-8312-a762cfd9976a;Description
"
"Use Outlook mobile to manage your time, schedule meetings, and see when everyone is available. Use the meeting location assistant, send meeting availability, share your calendar, merge and combine calendars, and manage your notifications. Learn the top 10 Outlook mobile tips.","Aplikacja Mobilna Outlook służy do zarządzania czasem, planowania spotkań i obserwowania, kiedy wszyscy są dostępni. Użyj asystenta lokalizacji spotkania, wysyłaj dostępność spotkania, udostępniaj kalendarz, scalaj i łącz kalendarze oraz zarządzaj powiadomieniami. Poznaj 10 najważniejszych porad dotyczących aplikacji Mobilnej w programie Outlook.","/docs/learningpathways/v4/pl-pl/playlists.json;07666fb2-f6a8-416d-9805-78072ade58ca;Description
/docs/learningpathways/v4/pl-pl/playlists.json;a0cbd9cd-bfeb-4976-b39d-8c21da669d0f;Description
"
"Learn how to search in Outlook mobile, share files and photos, search your calendar by title, subject, email address, or event description, and use the Search icon to find email attachments.","Dowiedz się, jak wyszukiwać w aplikacji mobilnej Outlook, udostępniać pliki i zdjęcia, przeszukiwać kalendarz według tytułu, tematu, adresu e-mail lub opisu wydarzenia oraz używać ikony Wyszukiwania do znajdowania załączników wiadomości e-mail.","/docs/learningpathways/v4/pl-pl/playlists.json;8405be6d-8da0-40d4-aa5c-ac00d4697c2b;Description
"
"Get started quickly with the Planner Quick Start. Learn how to sign in, create a plan, add people to a plan, set up buckets for tasks, add tasks, due dates, comments and attachments, view a plan’s progress and get email updates and notifications, and set up your mobile device to use Planner anywhere.","Szybko rozpocznij pracę z planerem Szybki start. Dowiedz się, jak się logować, tworzyć plan, dodawać osoby do planu, konfigurowanie zasobników dla zadań, dodawać zadania, terminy, komentarze i załączniki, wyświetlać postęp planu i otrzymywać aktualizacje i powiadomienia pocztą e-mail, a także skonfigurować urządzenie przenośne do korzystania z usługi Planner w dowolnym miejscu.","/docs/learningpathways/v4/pl-pl/playlists.json;f0e74200-1232-4659-8e66-4a037496dcad;Description
"
"Get ideas for your board in Planner. Plan an event like a product launch, support customers, publish content, or track progress. See real life examples to get ideas for how you can use Planner.","Uzyskaj pomysły na tablicę w aplikacji Planner. Zaplanuj wydarzenie, takie jak wprowadzenie produktu na rynek, wsparcie klientów, publikowanie treści lub śledzenie postępów. Zobacz przykłady z życia w rzeczywistości, aby uzyskać pomysły na korzystanie z Plannera.","/docs/learningpathways/v4/pl-pl/playlists.json;66e36e66-d38b-4103-9c34-1201c2f2eb7f;Description
"
"Use Planner to organize your team, see progress reports, and track individual assignments. Learn how to build a plan, add buckets and tasks, assign tasks and due dates, and add a plan to Teams. Compare Planner to ToDo, use Schedule View to organize your tasks on a calendar and see your Planner schedule in Outlook calendar.","Użyj Plannera, aby zorganizować swój zespół, zobaczyć raporty postępu i śledzić poszczególne zlecenia. Dowiedz się, jak utworzyć plan, dodać zasobniki i zadania, przydzielać zadania i terminy oraz dodawać plan do aplikacji Teams. Porównaj plannera z zadaniami do wykonania, użyj widoku harmonogramu, aby uporządkować zadania w kalendarzu i wyświetlić harmonogram usługi Planner w kalendarzu programu Outlook.","/docs/learningpathways/v4/pl-pl/playlists.json;4a1a5131-1a63-4398-8105-ae9a18c20af8;Description
"
"Get started quickly with the PowerPoint Quick Start guide. Create a presentation, add a slide, picture, shape, or chart, save to OneDrive, rename a presentation, use themes and PowerPoint Designer, add transitions and animations, share and collaborate with others, add comments, chat while editing, restore previous versions, use Presenter View and Notes, and set up your mobile apps.","Szybkie rozpoczęcie pracy z przewodnikiem Szybki start dla programu PowerPoint. Utwórz prezentację, dodaj slajd, obraz, kształt lub wykres, zapisz w usłudze OneDrive, zmień nazwę prezentacji, użyj motywów i Projektanta powerPoint, dodaj przejścia i animacje, udostępniaj i współpracuj z innymi, dodawaj komentarze, rozmawiaj podczas edycji, przywracaj poprzednie wersje, używaj widoku i notatek prezentera oraz skonfiguruj aplikacje mobilne.","/docs/learningpathways/v4/pl-pl/playlists.json;df1a81f5-17a5-4a7a-b214-dfeb4f677afb;Description
"
"In this intro to PowerPoint course, learn how you can use PowerPoint to create presentations, add text, images, art, and videos, select a professional design with PowerPoint Designer, add transitions and animations, save to OneDrive to get to your files from anywhere, and share your work to collaborate with others.","W tym kursie wprowadzającym do programu PowerPoint dowiesz się, jak za pomocą programu PowerPoint tworzyć prezentacje, dodawać tekst, obrazy, grafiki i klipy wideo, wybierać profesjonalny projekt za pomocą Projektanta programu PowerPoint, dodawać przejścia i animacje, zapisywać w usłudze OneDrive, aby uzyskać dostania się do plików z dowolnego miejsca, oraz udostępniać swoją pracę w celu współpracy z innymi osobami.","/docs/learningpathways/v4/pl-pl/playlists.json;b7593732-a75a-4542-9d72-4932c505b92f;Description
"
"Learn how to create slides and layouts in PowerPoint. Create a slide master, add, rearrange, duplicate and move slides, apply a slide layout, add color and design to your slides with themes, apply a template to a new presentation, get design ideas with PowerPoint Designer, and customize a slide master. Watch this video training to see how.","Dowiedz się, jak tworzyć slajdy i układy w programie PowerPoint. Tworzenie wzorca slajdów, dodawanie, zmienianie rozmieszczenia, duplikowanie i przenoszenie slajdów, stosowanie układu slajdów, dodawanie kolorów i projektu do slajdów z motywami, stosowanie szablonu do nowej prezentacji, uzyskiwanie pomysłów projektowych za pomocą projektanta programu PowerPoint i dostosowywanie wzorca slajdów. Obejrzyj ten film instruktażowy, aby zobaczyć, jak to zrobić.","/docs/learningpathways/v4/pl-pl/playlists.json;4851d3e7-0790-4ccb-b943-cfa0558b4ef6;Description
