"OriginalEnglish","Translation","Locations"
"
"Learn how to manage team schedules with Shifts in Microsoft Teams to create, update, and manage schedules for your team. Managers can create and manage shift schedules, and review, approve, or deny requests. Frontline workers can use Shifts to view and manage their schedule and stay in sync with their team.","Zistite, ako spravovať plány tímov pomocou zmien v službe Microsoft Teams na vytváranie, aktualizáciu a správu plánov pre váš tím. Správcovia môžu vytvárať a spravovať plány zmien a kontrolovať, schvaľovať alebo odmietať žiadosti. Pracovníci v prvej línii môžu používať funkcie Shifts na zobrazenie a správu svojho rozvrhu a zostať v synchronizácii so svojím tímom.","/docs/learningpathways/v4/sk-sk/playlists.json;2ba46e26-5c63-48b9-818c-f49354b3b5d1;Description
"
"Bookings in Microsoft Teams lets you track, manage, and organize your team's appointments and calendars all in one place. You can create a Bookings calendar and add team members to it, build new appointment types, and create and manage in-person and virtual visits for your staff and attendees.","Rezervácie v službe Microsoft Teams vám umožňujú sledovať, spravovať a organizovať plánované činnosti a kalendáre vášho tímu na jednom mieste. Môžete vytvoriť kalendár rezervácií a pridať k nemu členov tímu, vytvoriť nové typy plánovaných činností a vytvárať a spravovať osobné a virtuálne návštevy pre svojich zamestnancov a účastníkov.","/docs/learningpathways/v4/sk-sk/playlists.json;6f59454d-6ed1-4733-8825-c9616564565d;Description
"
"Approvals in Microsoft Teams is a way to streamline all of your requests and processes with your team or partners. Learn how to create new approvals, view the ones sent your way, and see all of your previous approvals in one place.","Schválenia v službe Microsoft Teams je spôsob, ako zefektívniť všetky vaše požiadavky a procesy s tímom alebo partnermi. Prečítajte si, ako vytvoriť nové schválenia, zobraziť tie, ktoré sa odoslali, a zobraziť všetky predchádzajúce schválenia na jednom mieste.","/docs/learningpathways/v4/sk-sk/playlists.json;634948c6-8f39-4bc4-a0ee-f42dc12b511c;Description
"
"Office.com is the best place to start, whether it's the start of the day or you're getting back to your work.","Office.com je najlepšie miesto na začatie, či už je to začiatok dňa, alebo sa vraciate do práce.","/docs/learningpathways/v4/sk-sk/playlists.json;eda0aa68-24ac-46a1-83db-e04f929be0d6;Description
"
"Outlook on the web makes it simple to keep your email, calendar, and contacts right at your fingertips. Here are a few of the great features to use. Send messages and share files to collaborate with others.","Outlook na webe uľahčuje ponechanie e-mailov, kalendára a kontaktov priamo na dosah ruky. Tu sú niektoré z skvelých funkcií, ktoré môžete použiť. Odosielajte správy a zdieľajte súbory na spoluprácu s ostatnými.","/docs/learningpathways/v4/sk-sk/playlists.json;610da080-333a-449f-9f81-21c556c0a961;Description
"
"With Word for the web, create documents, add text, images, and art, and share your file to work with others — no matter where you are.","Pomocou programu Word for the web vytvárajte dokumenty, pridajte text, obrázky a umenie a zdieľajte súbor na prácu s ostatnými - bez ohľadu na to, kde sa nachádzajú.","/docs/learningpathways/v4/sk-sk/playlists.json;e2fb04a4-7e0c-40ff-994b-d92c80c00df0;Description
"
"Excel for the web gives you the power of Excel on any device, from almost anywhere.","Excel pre web vám dáva výkon Excelu na akomkoľvek zariadení, takmer odkiaľkoľvek.","/docs/learningpathways/v4/sk-sk/playlists.json;803f7002-9bc0-4d96-a898-9770f1b8bcdf;Description
"
"PowerPoint for the web gives you the ability to create, edit, and present presentations on any device, from almost anywhere.","PowerPoint pre web vám dáva možnosť vytvárať, upravovať a prezentovať prezentácie v akomkoľvek zariadení takmer odkiaľkoľvek.","/docs/learningpathways/v4/sk-sk/playlists.json;164ee353-bb72-4e17-8bed-d7824241b341;Description
"
"Wherever you're working in Office 365, it's simple to share your documents.","Bez ohľadu na to, kde pracujete v službách Office 365, je jednoduché zdieľať dokumenty.","/docs/learningpathways/v4/sk-sk/playlists.json;69149089-33ca-4e3c-863d-713768570323;Description
"
"Get started quickly with the OneDrive Quick Start guide. Upload files and folders, use OneDrive in your browser or on your desktop, save and open files in your Office apps, create and manage files and folders, search, back up, and share files, manage access and permissions, copy links, change views, collaborate in OneDrive, set up your mobile apps to work on the go.","Začnite rýchlo so sprievodcom rýchlym štartom onedrivu. Nahrávajte súbory a priečinky, používajte OneDrive v prehliadači alebo na pracovnej ploche, uložte a otvorte súbory v aplikáciách balíka Office, vytvárajte a spravujte súbory a priečinky, vyhľadávajte, zálohujte a zdieľajte súbory, spravujte prístup a povolenia, kopírujte prepojenia, meníte zobrazenia, spolupracujeme vo OneDrive, nastavte mobilné aplikácie tak, aby fungovali na cestách.","/docs/learningpathways/v4/sk-sk/playlists.json;c9ecc2e9-bc17-496a-8b0b-9242b6bb3eaf;Description
"
"Get started with OneDrive to access and edit files, share information, save your files to the cloud so you can work on files with others, and keep your files protected and backed up. Learn what OneDrive is, how to get started, how to use the Navigation pane and Toolbar, and how to set up your mobile apps. Watch this video training to see how.","Začnite s OneDrivom na prístup k súborom a ich úpravu, zdieľanie informácií, ukladanie súborov do cloudu, aby ste mohli pracovať na súboroch s ostatnými a udržiavať súbory chránené a zálohované. Zistite, čo je OneDrive, ako začať, ako používať navigačnú tablu a panel s nástrojmi a ako nastaviť mobilné aplikácie. Pozrite si video tréning a zistite, ako na to.","/docs/learningpathways/v4/sk-sk/playlists.json;d6021ad3-8709-4c7f-bd74-58517dfc902e;Description
"
"Upload files so you can manage your files in OneDrive and get to them from anywhere. Learn how to upload files and folders, create files and folders, delete and restore deleted files, delete files in the cloud, turn on OneDrive Backup, and restore your OneDrive. Watch this video training to see how.","Nahrajte súbory, aby ste mohli spravovať súbory vo OneDrive a dostať sa k nim odkiaľkoľvek. Zistite, ako nahrávať súbory a priečinky, vytvárať súbory a priečinky, odstraňovať a obnovovať odstránené súbory, odstraňovať súbory v cloude, zapnúť zálohovanie OneDrivu a obnoviť OneDrive. Pozrite si video tréning a zistite, ako na to.","/docs/learningpathways/v4/sk-sk/playlists.json;3c24a6b8-a3d7-4133-ba59-08d705fe8160;Description
"
"Learn how to share and sync in OneDrive for work or school. Share files and folders, sync OneDrive files and folders, manage disk space, and sync files with OneDrive Files On-Demand to get to all your files in OneDrive or SharePoint Online, without having to download them and use storage space on your device. Watch this video training to see how.","Prečítajte si, ako zdieľať a synchronizovať vo OneDrive pre prácu alebo školu. Zdieľajte súbory a priečinky, synchronizujte súbory a priečinky OneDrivu, spravujte miesto na disku a synchronizujte súbory so súbormi OneDrivu na požiadanie, aby ste sa dostali ku všetkým súborom vo OneDrive alebo SharePointe Online bez toho, aby ste ich museli sťahovať a používať úložný priestor v zariadení. Pozrite si video tréning a zistite, ako na to.","/docs/learningpathways/v4/sk-sk/playlists.json;f007841f-fde2-463c-8043-035084c00ba5;Description
"
"Get started quickly with the OneNote Quick Start. Create, open, and switch between notebooks. Take notes and add pages and sections. Share pages or an entire notebook to stay organized and collaborate with others. Set up your mobile apps to get to your files from anywhere.","Začnite rýchlo s rýchlym štartom onenotu. Vytvárajte, otvorte a prepínajte medzi poznámkovými blokmi. Robte si poznámky a pridajte strany a sekcie. Zdieľajte strany alebo celý poznámkový blok, aby ste zostali organizovaní a spolupracovali s ostatnými. Nastavte mobilné aplikácie tak, aby ste sa dostali k súborom odkiaľkoľvek.","/docs/learningpathways/v4/sk-sk/playlists.json;a324d70a-4727-43e3-b78a-be93092d3dd0;Description
"
"With OneNote, you can type notes or record audio, sketch or write ideas, add a picture, find notes, organize pages into sections and sections into notebooks, and share notebooks to view and contribute together. Watch this Intro to OneNote overview video and then learn how to sign in, add a new page or section, rename a page or section, open a different notebook, and customize OneNote.","Pomocou OneNotu môžete písať poznámky alebo nahrávať zvukové, skicovať alebo písať nápady, pridávať obrázok, vyhľadať poznámky, usporiadať strany do sekcií a sekcií do poznámkových blokov a zdieľať poznámkové bloky na zobrazenie a prispievanie spolu. Pozrite si toto video s prehľadom úvodu do OneNotu a potom sa dozviete, ako sa prihlásiť, pridať novú stranu alebo sekciu, premenovať stranu alebo sekciu, otvoriť iný poznámkový blok a prispôsobiť OneNote.","/docs/learningpathways/v4/sk-sk/playlists.json;55d81409-752a-4bd8-8c2b-cfc937359358;Description
"
"With OneNote, take notes the way you want – type notes, write notes, convert handwritten notes to text, and even record audio notes. Insert pictures, files, and videos. Create as many pages, sections, and notebooks as you need.","Pomocou OneNotu si robte poznámky tak, ako chcete – zadajte poznámky, zápis poznámok, konvertujte rukou písané poznámky na text a dokonca nahrávajte zvukové poznámky. Vložte obrázky, súbory a videá. Vytvorte toľko strán, sekcií a poznámkových blokov, koľko potrebujete.","/docs/learningpathways/v4/sk-sk/playlists.json;b63ab88a-2478-44a0-80a9-661849142f29;Description
"
"Format notes in OneNote to get them to look just the way you want. Highlight text, create lists, indent text, align notes, and apply styles. Apply a background color to a page or section to make it more visually appealing. Insert and format a table to visually organize information.","Formátujte poznámky vo OneNote, aby vyzerali presne tak, ako chcete. Zvýraznite text, vytvorte zoznamy, odsadíte text, zarovnajte poznámky a použite štýly. Použite farbu pozadia na stranu alebo sekciu, aby bola vizuálne atraktívnejšia. Vložte a naformátujte tabuľku na vizuálne usporiadanie informácií.","/docs/learningpathways/v4/sk-sk/playlists.json;8c0e0a94-ac56-4ed8-a385-caea31145761;Description
"
"Draw or sketch in OneNote to bring your notes to life. You can select a pen, pencil, or highlighter, the thickness, and the color. Create shapes like a circle, triangle, or rectangle, or even draw shapes with your finger, pen, or mouse and OneNote will clean them up for you.","Kreslenie alebo skica vo OneNote, aby sa poznámky oživili. Môžete vybrať pero, ceruzku alebo zvýrazňovač, hrúbku a farbu. Vytvorte tvary, ako je kruh, trojuholník alebo obdĺžnik, alebo dokonca nakreslite tvary prstom, perom alebo myšou a OneNote ich za vás vyčistí.","/docs/learningpathways/v4/sk-sk/playlists.json;17a6d04a-e893-4b67-932f-529f70868150;Description
