"OriginalEnglish","Translation","Locations"
"Learn to format text, create a bulleted or numbered list, change the line spacing in Word, apply styles and apply themes","Aflați cum să formatați text, să creați o listă cu marcatori sau numerotată, să modificați interlinia în Word, să aplicați stiluri și să aplicați teme","/docs/learningpathways/v4/ro-ro/playlists.json;2885901b-1655-4311-a7f9-025852a659e4;Description
"
"Get started quickly with the Yammer Quick Start. Sign in to Yammer and join community conversations, find out what's trending in your organization, and set up the Yammer mobile app to use Yammer on the go.","Începeți rapid cu Yammer Quick Start. Conectați-vă la Yammer și asociați-vă la conversațiile comunității, aflați ce este în tendințe în organizația dvs. și configurați aplicația mobilă Yammer pentru a utiliza Yammer în deplasare.","/docs/learningpathways/v4/ro-ro/playlists.json;575bed47-83d8-49cb-affa-51d9497ab93b;Description
"
"Plan a strategy for rolling out Yammer, identify Yammer use cases, create a community for the Yammer use cases and prepare for launch. After launch, educate users, drive ongoing engagement of Yammer and integrate Yammer into SharePoint.","Planificați o strategie pentru implementarea Yammer, identificați cazurile de utilizare Yammer, creați o comunitate pentru cazurile de utilizare Yammer și pregătiți-vă pentru lansare. După lansare, educați utilizatorii, stimulați implicarea continuă a Yammer și integrați Yammer în SharePoint.","/docs/learningpathways/v4/ro-ro/playlists.json;19382980-771c-413e-a2af-626165fdabba;Description
"
"Use Yammer every day to stay on top of what matters, tap into the knowledge of others, and build on existing work. Learn how to change your profile and settings, start a Yammer conversation, join a Yammer community, manage Yammer notifications and announcements and follow Yammer best practices to make Yammer an important part of your workday.","Utilizați Yammer în fiecare zi pentru a fi la curent cu ceea ce contează, pentru a accesa cunoștințele altora și pentru a vă baza pe munca existentă. Aflați cum să vă modificați profilul și setările, să începeți o conversație Yammer, să vă alăturați unei comunități Yammer, să gestionați notificările și anunțurile Yammer și să urmați cele mai bune practici Yammer pentru a face yammer o parte importantă a zilei de lucru.","/docs/learningpathways/v4/ro-ro/playlists.json;02f5792f-4eed-4122-91ed-348560c3fac9;Description
"
"Discover what's new/what's changed for the latest update of Microsoft 365 learning pathways","Descoperiți ce este nou/ce s-a modificat pentru cea mai recentă actualizare a căilor de învățare Microsoft 365","/docs/learningpathways/v4/ro-ro/playlists.json;d4df5f82-2049-4c03-aab3-50e5a2dc8ad2;Description
"
"Review Learning Pathways content and content types. Decide what works for your organization.","Examinați conținutul și tipurile de conținut ale căilor de învățare. Decideți ce funcționează pentru organizația dvs.","/docs/learningpathways/v4/ro-ro/playlists.json;9a105f80-b260-44ad-ba1a-8e2ea9f5bfdc;Description
"
"Learn how to customize the Learning Pathways site, how to hide and show content, and how to build custom playlists.","Aflați cum să particularizați site-ul Căi de învățare, cum să ascundeți și să afișați conținut și cum să construiți liste de redare personalizate.","/docs/learningpathways/v4/ro-ro/playlists.json;545e374b-f33e-4d62-8e6f-3ec36b6b28fe;Description
"
"Discover resources and best practices for driving adoption of Learning Pathways","Descoperiți resurse și cele mai bune practici pentru stimularea adoptării căilor de învățare","/docs/learningpathways/v4/ro-ro/playlists.json;66f9b195-d48e-49e3-bb0e-1848a49b1351;Description
"
"Administrators should leverage SharePoint’s built-in site usage reporting capabilities to measure organizational impact of the Microsoft 365 learning pathways.","Administratorii ar trebui să utilizeze capacitățile de raportare a utilizării site-ului încorporate sharePoint pentru a măsura impactul organizațional al căilor de învățare Microsoft 365.","/docs/learningpathways/v4/ro-ro/playlists.json;08365272-6868-4482-9384-b720d0121533;Description
"
"Drive adoption of your Office 365 services with these best practices","Stimulați adoptarea serviciilor Office 365 cu aceste bune practici","/docs/learningpathways/v4/ro-ro/playlists.json;037adb49-b480-4a70-8389-5caeaec1a640;Description
"
"Share a list or list item","Partajarea unui element de listă sau de listă","/docs/learningpathways/v4/ro-ro/assets.json;20437c9e-d618-4a76-a957-9ad3e9fe6824;Title
"
"Create a list in a Teams channel","Crearea unei liste într-un canal Teams","/docs/learningpathways/v4/ro-ro/assets.json;5b16f46a-b2f7-4c47-b753-e1aeada713bd;Title
"
"Find and manage your list","Găsirea și gestionarea listei","/docs/learningpathways/v4/ro-ro/assets.json;675d6755-5e48-4691-8e08-4ea419602187;Title
"
"Create or change the view of a list","Crearea sau modificarea vizualizării unei liste","/docs/learningpathways/v4/ro-ro/assets.json;89f17abb-a39e-4fec-bfaa-de60bc2e554a;Title
"
"Track business information","Urmăriți informațiile de afaceri","/docs/learningpathways/v4/ro-ro/assets.json;a76e1836-6d5b-415a-9221-974d145c01ef;Title
"
"Add or edit list items","Adăugarea sau editarea elementelor din listă","/docs/learningpathways/v4/ro-ro/assets.json;bc79367d-29d0-412f-968a-ff880fd1c830;Title
"
"Edit a view of a list","Editarea unei vizualizări a unei liste","/docs/learningpathways/v4/ro-ro/assets.json;d265d970-039c-4a9e-9c48-f50f75ecd954;Title
"
"Create a list from the Lists app","Crearea unei liste din aplicația Liste","/docs/learningpathways/v4/ro-ro/assets.json;ee8076b6-4270-46c7-bd5d-f575b59d9474;Title
"
"Microsoft 365 Accessibility Intro","Introducere accesibilitate Microsoft 365","/docs/learningpathways/v4/ro-ro/assets.json;09931f62-ec76-4ecb-8bd8-c07bc792e00c;Title
"
"Use more accessible colors and styles in slides","Utilizarea culorilor și stilurilor mai accesibile în diapozitive","/docs/learningpathways/v4/ro-ro/assets.json;1539f168-f27c-4215-9319-a5fafd76eec6;Title
"
"Get accessible templates for Office","Obțineți șabloane accesibile pentru Office","/docs/learningpathways/v4/ro-ro/assets.json;191f671d-bed9-4b80-924a-8e64aae73858;Title
"
"Create more accessible slides","Crearea diapozitivelor mai accesibile","/docs/learningpathways/v4/ro-ro/assets.json;20a02e3c-437e-4ab2-8441-9f902e78c675;Title
"
"Create accessible file names","Crearea numelor de fișiere accesibile","/docs/learningpathways/v4/ro-ro/assets.json;5c882b54-d2b1-4270-b65d-79483a2aa3ca;Title
"
"Improve heading accessibility","Îmbunătățirea accesibilității titlurilor","/docs/learningpathways/v4/ro-ro/assets.json;6596fb5a-c25e-4dcb-b034-7cb38b611e38;Title
"
"Create accessible links","Crearea linkurilor accesibile","/docs/learningpathways/v4/ro-ro/assets.json;727e6ff1-ef1c-475d-90d0-196e26b5b753;Title
"
"Use the Accessibility Checker","Utilizarea Verificatorului de accesibilitate","/docs/learningpathways/v4/ro-ro/assets.json;7ee9113e-bde4-4381-aa28-e3963c4ddf05;Title
"
"Start with an accessible Excel template","Începeți cu un șablon Excel accesibil","/docs/learningpathways/v4/ro-ro/assets.json;8b97437b-107f-43e5-8280-17ac317995fa;Title
"
"Save a presentation in a different format","Salvarea unei prezentări într-un alt format","/docs/learningpathways/v4/ro-ro/assets.json;8e7eadca-6501-4ac5-b616-f94c2c491629;Title
"
"Create more accessible tables in Excel","Crearea unor tabele mai accesibile în Excel","/docs/learningpathways/v4/ro-ro/assets.json;908d26b8-0c45-44c1-9a83-b8ff583aa4ef;Title
"
"Improve accessibility with alt text","Îmbunătățiți accesibilitatea cu text alternativ","/docs/learningpathways/v4/ro-ro/assets.json;9420d2d8-f04d-4d00-b852-2d846dbedfe9;Title
"
"Create accessible tables","Crearea tabelelor accesibile","/docs/learningpathways/v4/ro-ro/assets.json;9f920424-7de6-4002-b4ed-6503a3cfae2d;Title
"
"Design slides for people with dyslexia","Diapozitive de proiectare pentru persoanele cu dislexie","/docs/learningpathways/v4/ro-ro/assets.json;a02cbbff-d56f-477d-bd8b-d485408ae5eb;Title
"
"Improve image accessibility in email","Îmbunătățirea accesibilității imaginilor în e-mail","/docs/learningpathways/v4/ro-ro/assets.json;b6826ecd-5865-4db4-a8e7-f5a33d2799b5;Title
"
"Check document accessibility","Verificarea accesibilității documentelor","/docs/learningpathways/v4/ro-ro/assets.json;ce53495d-c30e-442a-b1d2-05593cc814c0;Title
"
"Creating accessible documents","Crearea documentelor accesibile","/docs/learningpathways/v4/ro-ro/assets.json;d47b9703-df15-4a41-b895-e97729062e23;Title
"
"Improve email accessibility","Îmbunătățirea accesibilității e-mailului","/docs/learningpathways/v4/ro-ro/assets.json;d8de6398-e129-4019-8b34-b241e164456a;Title
"
"Add accessible tables and lists to email","Adăugarea tabelelor și listelor accesibile la e-mail","/docs/learningpathways/v4/ro-ro/assets.json;e4ebc1c2-4781-4201-b6a6-bd3b02c25197;Title
"
"Create more accessible charts in Excel","Crearea unor diagrame mai accesibile în Excel","/docs/learningpathways/v4/ro-ro/assets.json;e69562f7-e875-485d-839b-cb66b5d98023;Title
"
"Improve image accessibility in PowerPoint","Îmbunătățirea accesibilității imaginilor în PowerPoint","/docs/learningpathways/v4/ro-ro/assets.json;ebbbe5e7-a950-46b8-b63a-738a87b5a49a;Title
"
"Clear formatting","Golirea formatării","/docs/learningpathways/v4/ro-ro/assets.json;01dff891-ef99-4d8f-8982-d7f05cffc145;Title
"
"Undo and redo actions","Anularea și refacerea acțiunilor","/docs/learningpathways/v4/ro-ro/assets.json;049aca05-089f-48af-80c3-3adf6d4ff6c1;Title
"
"Create a file from a template","Crearea unui fișier dintr-un șablon","/docs/learningpathways/v4/ro-ro/assets.json;05779bd0-2291-4843-9e76-6dfb2b5e5ac2;Title
"
"Validate your skills with our online course","Validați-vă abilitățile cu cursul nostru online","/docs/learningpathways/v4/ro-ro/assets.json;0679506f-b8d5-49a9-af19-7fb9847dcde0;Title
"
"Add and review comments","Adăugarea și revizuirea comentariilor","/docs/learningpathways/v4/ro-ro/assets.json;07083ba8-0e36-4d9d-aba8-d9ebfd84d6d4;Title
"
"Format shapes","Formatarea formelor","/docs/learningpathways/v4/ro-ro/assets.json;07684909-8742-4f7f-9cbb-054ac9640313;Title
"
"Work remotely: Work remotely with Office 365","Lucrați de la distanță: Lucrați de la distanță cu Office 365","/docs/learningpathways/v4/ro-ro/assets.json;0bf64fa2-7ad2-483d-a0f5-d91d1f956b24;Title
"
"Best practices for collaborating: Get started","Cele mai bune practici pentru colaborare: Introducere","/docs/learningpathways/v4/ro-ro/assets.json;0cdf7a16-a3db-4caa-bb93-90f0ffe1c807;Title
"
"Update your profile","Actualizează-ți profilul","/docs/learningpathways/v4/ro-ro/assets.json;0ddb9ebf-2850-4533-b07f-cba2c90acbc1;Title
"
"Save files online","Salvarea fișierelor online","/docs/learningpathways/v4/ro-ro/assets.json;146dd625-a740-4a53-96e4-a02c21d9de3e;Title
"
