"OriginalEnglish","Translation","Locations"
"
"Administrators should leverage SharePoint’s built-in site usage reporting capabilities to measure organizational impact of the Microsoft 365 learning pathways.","Správci by měli využít integrované funkce vytváření sestav využití webu SharePointu k měření dopadu výukových cest Microsoftu 365 na organizace.","/docs/learningpathways/v4/cs-cz/playlists.json;08365272-6868-4482-9384-b720d0121533;Description
"
"Drive adoption of your Office 365 services with these best practices","Podávejte přijetí služeb Office 365 pomocí těchto osvědčených postupů","/docs/learningpathways/v4/cs-cz/playlists.json;037adb49-b480-4a70-8389-5caeaec1a640;Description
"
"Use more accessible colors and styles in slides","Použití přístupnějších barev a stylů na snímcích","/docs/learningpathways/v4/cs-cz/assets.json;1539f168-f27c-4215-9319-a5fafd76eec6;Title
"
"Create more accessible slides","Vytváření přístupnějších snímků","/docs/learningpathways/v4/cs-cz/assets.json;20a02e3c-437e-4ab2-8441-9f902e78c675;Title
"
"Comment","Komentář","/docs/learningpathways/v4/cs-cz/assets.json;5bec897f-4e36-43f8-9d9d-c41cb4917d9c;Title
"
"Create accessible file names","Vytvoření přístupných názvů souborů","/docs/learningpathways/v4/cs-cz/assets.json;5c882b54-d2b1-4270-b65d-79483a2aa3ca;Title
"
"Share","Sdílet","/docs/learningpathways/v4/cs-cz/assets.json;651e1cb9-9a51-46dc-8d32-bdb7d928eedd;Title
"
"Improve heading accessibility","Zlepšit přístupnost nadpisu","/docs/learningpathways/v4/cs-cz/assets.json;6596fb5a-c25e-4dcb-b034-7cb38b611e38;Title
"
"Create accessible links","Vytvoření přístupných odkazů","/docs/learningpathways/v4/cs-cz/assets.json;727e6ff1-ef1c-475d-90d0-196e26b5b753;Title
"
"Meet","Potkat","/docs/learningpathways/v4/cs-cz/assets.json;80640ac4-b009-42ea-abcb-660e729e63e5;Title
"
"Start with an accessible Excel template","Začněte s přístupnou šablonou Excelu","/docs/learningpathways/v4/cs-cz/assets.json;8b97437b-107f-43e5-8280-17ac317995fa;Title
"
"Save a presentation in a different format","Uložení prezentace v jiném formátu","/docs/learningpathways/v4/cs-cz/assets.json;8e7eadca-6501-4ac5-b616-f94c2c491629;Title
"
"Create more accessible tables in Excel","Vytvoření přístupnějších tabulek v Excelu","/docs/learningpathways/v4/cs-cz/assets.json;908d26b8-0c45-44c1-9a83-b8ff583aa4ef;Title
"
"Improve accessibility with alt text","Zlepšení přístupnosti pomocí alternativního textu","/docs/learningpathways/v4/cs-cz/assets.json;9420d2d8-f04d-4d00-b852-2d846dbedfe9;Title
"
"Create accessible tables","Vytvoření přístupných tabulek","/docs/learningpathways/v4/cs-cz/assets.json;9f920424-7de6-4002-b4ed-6503a3cfae2d;Title
"
"Design slides for people with dyslexia","Navrhujte diapozitivy pro osoby s dyslexií","/docs/learningpathways/v4/cs-cz/assets.json;a02cbbff-d56f-477d-bd8b-d485408ae5eb;Title
"
"Improve image accessibility in email","Zlepšení přístupnosti obrázků v e-mailu","/docs/learningpathways/v4/cs-cz/assets.json;b6826ecd-5865-4db4-a8e7-f5a33d2799b5;Title
"
"Co-author","Spoluautor","/docs/learningpathways/v4/cs-cz/assets.json;b85eef71-e96b-4325-9501-228588728bc9;Title
/docs/learningpathways/v4/cs-cz/assets.json;97a97677-5730-4a84-9755-c0182404ae33;Title
"
"Check document accessibility","Kontrola přístupnosti dokumentu","/docs/learningpathways/v4/cs-cz/assets.json;ce53495d-c30e-442a-b1d2-05593cc814c0;Title
"
"Mobile","Mobilní","/docs/learningpathways/v4/cs-cz/assets.json;cf26a4a6-00e5-4ef4-98c5-cec5bf441da6;Title
"
"Creating accessible documents","Vytváření přístupných dokumentů","/docs/learningpathways/v4/cs-cz/assets.json;d47b9703-df15-4a41-b895-e97729062e23;Title
"
"Improve email accessibility","Zlepšení přístupnosti e-mailu","/docs/learningpathways/v4/cs-cz/assets.json;d8de6398-e129-4019-8b34-b241e164456a;Title
"
"Add accessible tables and lists to email","Přidání přístupných tabulek a seznamů k e-mailu","/docs/learningpathways/v4/cs-cz/assets.json;e4ebc1c2-4781-4201-b6a6-bd3b02c25197;Title
"
"Create more accessible charts in Excel","Vytváření přístupnějších grafů v Excelu","/docs/learningpathways/v4/cs-cz/assets.json;e69562f7-e875-485d-839b-cb66b5d98023;Title
"
"Improve image accessibility in PowerPoint","Zlepšení přístupnosti obrázků v PowerPointu","/docs/learningpathways/v4/cs-cz/assets.json;ebbbe5e7-a950-46b8-b63a-738a87b5a49a;Title
"
"Share a list or list item","Sdílení položky seznamu nebo seznamu","/docs/learningpathways/v4/cs-cz/assets.json;20437c9e-d618-4a76-a957-9ad3e9fe6824;Title
"
"Create a list in a Teams channel","Vytvoření seznamu v kanálu Teams","/docs/learningpathways/v4/cs-cz/assets.json;5b16f46a-b2f7-4c47-b753-e1aeada713bd;Title
"
"Find and manage your list","Vyhledání a správa seznamu","/docs/learningpathways/v4/cs-cz/assets.json;675d6755-5e48-4691-8e08-4ea419602187;Title
"
"Create or change the view of a list","Vytvoření nebo změna zobrazení seznamu","/docs/learningpathways/v4/cs-cz/assets.json;89f17abb-a39e-4fec-bfaa-de60bc2e554a;Title
"
"Track business information","Sledování obchodních informací","/docs/learningpathways/v4/cs-cz/assets.json;a76e1836-6d5b-415a-9221-974d145c01ef;Title
"
"Add or edit list items","Přidání nebo úprava položek seznamu","/docs/learningpathways/v4/cs-cz/assets.json;bc79367d-29d0-412f-968a-ff880fd1c830;Title
"
"Edit a view of a list","Úprava zobrazení seznamu","/docs/learningpathways/v4/cs-cz/assets.json;d265d970-039c-4a9e-9c48-f50f75ecd954;Title
"
"Create a list from the Lists app","Vytvoření seznamu z aplikace Seznamy","/docs/learningpathways/v4/cs-cz/assets.json;ee8076b6-4270-46c7-bd5d-f575b59d9474;Title
"
"Microsoft 365 Accessibility Intro","Úvod přístupnosti Microsoftu 365","/docs/learningpathways/v4/cs-cz/assets.json;09931f62-ec76-4ecb-8bd8-c07bc792e00c;Title
"
"Get accessible templates for Office","Získání přístupných šablon pro Office","/docs/learningpathways/v4/cs-cz/assets.json;191f671d-bed9-4b80-924a-8e64aae73858;Title
"
"Use the Accessibility Checker","Použití kontroly přístupnosti","/docs/learningpathways/v4/cs-cz/assets.json;7ee9113e-bde4-4381-aa28-e3963c4ddf05;Title
"
"Clear formatting","Vymazat formátování","/docs/learningpathways/v4/cs-cz/assets.json;01dff891-ef99-4d8f-8982-d7f05cffc145;Title
"
"Undo and redo actions","Vrátit zpět a znovu akce","/docs/learningpathways/v4/cs-cz/assets.json;049aca05-089f-48af-80c3-3adf6d4ff6c1;Title
"
"Create a file from a template","Vytvoření souboru ze šablony","/docs/learningpathways/v4/cs-cz/assets.json;05779bd0-2291-4843-9e76-6dfb2b5e5ac2;Title
"
"Validate your skills with our online course","Ověřte své dovednosti pomocí našeho online kurzu","/docs/learningpathways/v4/cs-cz/assets.json;0679506f-b8d5-49a9-af19-7fb9847dcde0;Title
"
"Add and review comments","Přidání a kontrola komentářů","/docs/learningpathways/v4/cs-cz/assets.json;07083ba8-0e36-4d9d-aba8-d9ebfd84d6d4;Title
"
"Format shapes","Formátování obrazců","/docs/learningpathways/v4/cs-cz/assets.json;07684909-8742-4f7f-9cbb-054ac9640313;Title
"
"Work remotely: Work remotely with Office 365","Práce na dálku: Pracujte na dálku s Office 365","/docs/learningpathways/v4/cs-cz/assets.json;0bf64fa2-7ad2-483d-a0f5-d91d1f956b24;Title
"
"Best practices for collaborating: Get started","Doporučené postupy pro spolupráci: Začínáme","/docs/learningpathways/v4/cs-cz/assets.json;0cdf7a16-a3db-4caa-bb93-90f0ffe1c807;Title
"
"Update your profile","Aktualizace profilu","/docs/learningpathways/v4/cs-cz/assets.json;0ddb9ebf-2850-4533-b07f-cba2c90acbc1;Title
"
"Save files online","Ukládání souborů online","/docs/learningpathways/v4/cs-cz/assets.json;146dd625-a740-4a53-96e4-a02c21d9de3e;Title
"
"Share a file or folder","Sdílení souboru nebo složky","/docs/learningpathways/v4/cs-cz/assets.json;15474865-f653-48f5-8562-45df7e3ea2d4;Title
"
"Get the most out of Office 365 on iPhones and iPads","Vytěžte z Office 365 na iPhonu a iPadech maximum","/docs/learningpathways/v4/cs-cz/assets.json;179728f7-7287-453b-832f-558145681219;Title
"
"Remove personal data from files","Odebrání osobních údajů ze souborů","/docs/learningpathways/v4/cs-cz/assets.json;17b30a75-206f-44e0-9de3-afeedbf6bfa1;Title
"
"End User Adoption Guide","Příručka pro přijetí koncového uživatele","/docs/learningpathways/v4/cs-cz/assets.json;1b125568-42c5-44fb-96f4-3f2dc0c2f863;Title
"
"Create and change WordArt","Vytvoření a změna WordArtu","/docs/learningpathways/v4/cs-cz/assets.json;1c3660c8-07e7-4b27-b26e-bec0146715a9;Title
"
"Sign in","Přihlásit se","/docs/learningpathways/v4/cs-cz/assets.json;1fa93876-0318-4622-b473-142a3bfd6495;Title
/docs/learningpathways/v4/cs-cz/assets.json;fe43c972-5a95-4071-86d4-423a64a3b21e;Title
/docs/learningpathways/v4/cs-cz/assets.json;620daa7a-3e03-4013-8f92-5cce86210ef6;Title
/docs/learningpathways/v4/cs-cz/assets.json;d863154a-4223-4ea2-8855-ccc971321b8e;Title
/docs/learningpathways/v4/cs-cz/assets.json;324a89ec-e77b-4475-b64a-13a0c14c45ec;Title
/docs/learningpathways/v4/cs-cz/assets.json;b5be6bc0-e9c9-48a0-b9a1-bb366e29390e;Title
"
"Sign In","Přihlásit se","/docs/learningpathways/v4/cs-cz/assets.json;260a0f94-239a-4d85-8b5d-c8f99806bcd7;Title
"
"Set document recovery options","Nastavení možností obnovení dokumentu","/docs/learningpathways/v4/cs-cz/assets.json;28f55993-d023-4604-b688-584b3a451d52;Title
"
"Add, resize, and format text boxes","Přidání, změna velikosti a formátování textových polí","/docs/learningpathways/v4/cs-cz/assets.json;294aa1e1-b4a5-4e28-aa7e-3bf3e46a7ce5;Title
"
"Wrap text around pictures","Obtékání textu kolem obrázků","/docs/learningpathways/v4/cs-cz/assets.json;299b6f63-b44c-457d-bee7-8f9642018da2;Title
"
"Add a table","Přidání tabulky","/docs/learningpathways/v4/cs-cz/assets.json;29a1e938-a78e-4205-bdf7-c418ee002da6;Title
"
"Create a SmartArt graphic from a list","Vytvoření obrázku SmartArt ze seznamu","/docs/learningpathways/v4/cs-cz/assets.json;2c2e95da-d325-4cfd-8488-14ddd890d4e3;Title
"
"Change the look of paragraphs","Změna vzhledu odstavců","/docs/learningpathways/v4/cs-cz/assets.json;3124a7c2-2541-4d80-8831-c6c9de94aff7;Title
"
"Customize the app launcher","Přizpůsobení spouštěče aplikací","/docs/learningpathways/v4/cs-cz/assets.json;348304c7-1429-4db7-9bcb-97655884a06d;Title
"
"Add and format lists","Přidání a formátování seznamů","/docs/learningpathways/v4/cs-cz/assets.json;350de24f-e3c6-4fd5-bb3b-127fb32f18ff;Title
"
"Welcome to Microsoft 365","Vítejte v Microsoftu 365","/docs/learningpathways/v4/cs-cz/assets.json;365-378767af-7ac3-4d68-9d0f-709b6948a76b;Title
"
"Add and change picture effects","Přidání a změna obrazových efektů","/docs/learningpathways/v4/cs-cz/assets.json;36ccdd4c-6858-4ede-8e4a-e571e857352a;Title
/docs/learningpathways/v4/cs-cz/assets.json;16465bf5-32ef-4d92-86ff-a0d15646ce39;Title
"
"Get the most out of Office 365 on Android phones and tablets","Vytěžte z Office 365 na telefonech a tabletech s Androidem maximum","/docs/learningpathways/v4/cs-cz/assets.json;3c7dd576-cbd2-449f-8bb6-f33912c05038;Title
"
"Why drive adoption?","Proč řídit adopci?","/docs/learningpathways/v4/cs-cz/assets.json;3d38374f-6557-454e-990b-01343aeed052;Title
